collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675192000,37.3341516067,-121.9002579100,55.79,365.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675193000,37.3341516067,-121.9002579100,55.79,366.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675194000,37.3341516067,-121.9002579100,55.79,367.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675195000,37.3341516067,-121.9002579100,55.79,368.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675196000,37.3341516067,-121.9002579100,55.79,369.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675197000,37.3341516067,-121.9002579100,55.79,370.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675198000,37.3341516083,-121.9002579100,55.79,371.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675199000,37.3341516083,-121.9002579100,55.79,372.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675200000,37.3341516083,-121.9002579100,55.79,373.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675201000,37.3341516083,-121.9002579100,55.79,374.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675202000,37.3341516083,-121.9002579100,55.79,375.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675203000,37.3341516083,-121.9002579100,55.79,376.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675204000,37.3341516083,-121.9002579100,55.79,377.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675205000,37.3341516083,-121.9002579100,55.79,378.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675206000,37.3341516083,-121.9002579100,55.79,379.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675207000,37.3341516067,-121.9002579100,55.79,380.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675208000,37.3341516067,-121.9002579117,55.80,381.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675209000,37.3341516033,-121.9002579117,55.80,382.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675210000,37.3341516067,-121.9002579333,55.80,383.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675211000,37.3341516100,-121.9002579400,55.80,384.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675212000,37.3341516083,-121.9002579400,55.80,385.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675213000,37.3341516067,-121.9002579433,55.80,386.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675214000,37.3341516033,-121.9002579450,55.80,387.00,1.00,0.00,0.00,42.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675215000,37.3341516167,-121.9002579700,55.80,388.00,1.00,0.00,0.00,42.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675216000,37.3341531733,-121.9002569683,55.80,389.00,1.00,0.00,0.51,41.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675217000,37.3341618083,-121.9002524850,55.84,390.00,1.00,0.00,1.54,33.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675218000,37.3341815650,-121.9002426267,55.93,391.00,1.00,0.00,3.19,26.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675219000,37.3342114917,-121.9002162900,56.02,392.00,1.10,0.00,4.94,37.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675220000,37.3342422967,-121.9001619283,56.03,393.00,2.90,0.00,7.10,57.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675221000,37.3342780083,-121.9000842667,56.02,394.00,4.20,0.00,8.44,59.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675222000,37.3343178700,-121.9000001800,56.03,395.00,4.20,0.00,8.80,58.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675223000,37.3343595333,-121.8999159067,56.06,396.00,0.00,0.00,8.69,58.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675224000,37.3344008600,-121.8998306617,56.15,397.00,5.30,0.00,9.16,59.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675225000,37.3344440050,-121.8997370117,56.26,398.00,206.10,0.00,9.98,60.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675226000,37.3344895750,-121.8996355217,56.44,399.00,203.90,0.00,10.60,60.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675227000,37.3345378467,-121.8995288167,56.59,400.00,203.10,0.00,11.01,60.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675228000,37.3345896567,-121.8994206933,56.62,401.00,202.50,0.00,11.32,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675229000,37.3346452550,-121.8993117667,56.55,402.00,2.30,0.00,11.52,57.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675230000,37.3347034117,-121.8992024583,56.26,403.00,2.30,0.00,11.73,56.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675231000,37.3347620800,-121.8990922117,56.17,404.00,1.10,0.00,11.83,56.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675232000,37.3348199033,-121.8989782667,56.06,405.00,1.10,0.00,12.14,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675233000,37.3348768150,-121.8988572633,55.67,406.00,0.90,0.00,12.66,60.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675234000,37.3349325200,-121.8987328117,55.23,407.00,0.90,0.00,12.60,61.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675235000,37.3349835867,-121.8986085333,55.16,408.00,1.00,0.00,12.19,63.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675236000,37.3350323900,-121.8984874850,55.13,409.00,1.10,0.00,11.78,62.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675237000,37.3350821033,-121.8983730000,55.06,410.00,2.30,0.00,11.11,60.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675238000,37.3351279733,-121.8982723233,55.01,411.00,4.20,0.00,9.36,59.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675239000,37.3351665367,-121.8981910783,54.98,412.00,4.20,0.00,7.41,59.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675240000,37.3351972950,-121.8981261883,54.94,413.00,4.20,0.00,5.86,59.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675241000,37.3352183533,-121.8980816033,54.91,414.00,5.50,0.00,3.24,59.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675242000,37.3352307550,-121.8980547350,54.91,415.00,5.50,0.00,2.88,60.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675243000,37.3352464067,-121.8980167700,54.91,416.00,1.40,0.00,5.04,62.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675244000,37.3352674900,-121.8979515033,54.79,417.00,1.00,0.00,7.41,69.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675245000,37.3352845267,-121.8978616133,54.72,418.00,1.00,0.00,8.90,79.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675246000,37.3352902617,-121.8977565917,54.82,419.00,2.60,0.00,9.88,88.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675247000,37.3352863683,-121.8976404683,54.92,420.00,0.00,0.00,10.75,92.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675248000,37.3352839383,-121.8975152750,54.97,421.00,0.00,0.00,11.42,89.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675249000,37.3352892600,-121.8973855750,55.00,422.00,0.00,0.00,11.47,86.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675250000,37.3352986300,-121.8972578150,55.07,423.00,0.00,0.00,11.16,83.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675251000,37.3353104600,-121.8971370083,55.12,424.00,0.00,0.00,10.39,82.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675252000,37.3353218733,-121.8970273067,55.19,425.00,0.00,0.00,9.05,82.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675253000,37.3353308117,-121.8969364450,55.24,426.00,0.00,0.00,7.05,83.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675254000,37.3353369483,-121.8968699833,55.27,427.00,0.00,0.00,4.78,83.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675255000,37.3353406417,-121.8968289017,55.29,428.00,0.00,0.00,2.57,83.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675256000,37.3353430550,-121.8968024983,55.32,429.00,0.00,0.00,2.52,83.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675257000,37.3353456517,-121.8967665633,55.36,430.00,0.00,0.00,4.17,85.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675258000,37.3353444783,-121.8967089300,55.40,431.00,0.00,0.00,6.07,93.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675259000,37.3353245267,-121.8966384183,55.44,432.00,74.70,0.00,7.31,114.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675260000,37.3352797067,-121.8965722783,55.49,433.00,103.10,0.00,8.28,135.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675261000,37.3352157683,-121.8965147717,55.48,434.00,7.20,0.00,9.31,146.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675262000,37.3351403567,-121.8964562417,55.47,435.00,5.00,0.00,10.39,148.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675263000,37.3350567567,-121.8963921800,55.47,436.00,5.00,0.00,11.37,148.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675264000,37.3349660550,-121.8963223400,55.45,437.00,222.30,0.00,12.24,148.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675265000,37.3348691233,-121.8962486600,55.50,438.00,0.00,0.00,12.86,149.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675266000,37.3347674117,-121.8961733117,55.54,439.00,0.00,0.00,13.27,149.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675267000,37.3346647200,-121.8960964500,55.60,440.00,0.00,0.00,13.17,148.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675268000,37.3345648367,-121.8960191917,55.63,441.00,0.00,0.00,12.86,148.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675269000,37.3344684433,-121.8959428500,55.71,442.00,0.00,0.00,12.45,147.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675270000,37.3343751017,-121.8958693183,55.80,443.00,0.00,0.00,12.04,147.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675271000,37.3342847550,-121.8957982183,55.93,444.00,0.00,0.00,11.73,148.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675272000,37.3341956800,-121.8957275017,56.03,445.00,0.00,0.00,11.57,147.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675273000,37.3341136383,-121.8956542583,56.09,446.00,0.00,0.00,10.60,142.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675274000,37.3340452883,-121.8955789100,56.17,447.00,0.00,0.00,9.77,136.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675275000,37.3339885283,-121.8954970183,56.25,448.00,0.00,0.00,9.41,127.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675276000,37.3339469567,-121.8954077400,56.46,449.00,0.00,0.00,8.75,116.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675277000,37.3339286317,-121.8953153550,56.57,450.00,0.00,0.00,8.08,98.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675278000,37.3339385317,-121.8952260733,56.55,451.00,0.00,0.00,7.77,75.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675279000,37.3339695200,-121.8951495650,56.55,452.00,645.20,0.00,7.15,60.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675280000,37.3340005717,-121.8950853667,56.58,453.00,6.40,0.00,6.12,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675281000,37.3340266367,-121.8950333817,56.61,454.00,3.80,0.00,4.73,57.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675282000,37.3340461817,-121.8949939150,56.63,455.00,2.10,0.00,3.65,58.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675283000,37.3340614867,-121.8949625167,56.66,456.00,2.60,0.00,2.83,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675284000,37.3340718967,-121.8949411783,56.66,457.00,2.60,0.00,1.59,58.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675285000,37.3340764683,-121.8949317900,56.66,458.00,2.20,0.00,0.36,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675286000,37.3340766667,-121.8949313650,56.66,459.00,2.20,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675287000,37.3340766583,-121.8949313550,56.66,460.00,2.20,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675288000,37.3340766600,-121.8949313533,56.66,461.00,2.20,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675289000,37.3340766600,-121.8949313533,56.66,462.00,2.20,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675290000,37.3340766617,-121.8949313533,56.66,463.00,2.20,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675291000,37.3340766600,-121.8949313533,56.66,464.00,2.00,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675292000,37.3340766650,-121.8949313450,56.66,465.00,2.00,0.00,0.00,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675293000,37.3340766750,-121.8949313367,56.66,466.00,2.00,0.00,0.05,58.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675294000,37.3340809150,-121.8949225650,56.67,467.00,2.00,0.00,2.16,58.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675295000,37.3340960767,-121.8948905383,56.66,468.00,2.30,0.00,4.27,59.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675296000,37.3341192317,-121.8948405733,56.66,469.00,2.60,0.00,6.12,59.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675297000,37.3341512717,-121.8947710917,56.65,470.00,2.30,0.00,8.03,59.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675298000,37.3341900150,-121.8946882833,56.67,471.00,2.50,0.00,9.05,59.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675299000,37.3342344600,-121.8945956017,56.74,472.00,5.50,0.00,10.13,58.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675300000,37.3342840267,-121.8944932000,56.83,473.00,5.70,0.00,11.11,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675301000,37.3343377000,-121.8943825583,56.91,474.00,10.80,0.00,11.83,58.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675302000,37.3343932983,-121.8942667917,56.98,475.00,10.90,0.00,12.14,58.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675303000,37.3344499583,-121.8941481400,57.06,476.00,9.60,0.00,12.30,59.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675304000,37.3345058367,-121.8940300317,57.16,477.00,655.30,0.00,12.04,59.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675305000,37.3345602083,-121.8939147400,57.25,478.00,655.30,0.00,11.73,59.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675306000,37.3346129333,-121.8938021150,57.31,479.00,655.30,0.00,11.37,59.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675307000,37.3346632783,-121.8936928317,57.39,480.00,655.30,0.00,10.96,60.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675308000,37.3347125050,-121.8935882983,57.45,481.00,655.30,0.00,10.39,59.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675309000,37.3347587550,-121.8934916567,57.55,482.00,2.80,0.00,9.57,59.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675310000,37.3348012633,-121.8934018717,57.62,483.00,23.40,0.00,9.00,59.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675311000,37.3348420000,-121.8933155200,57.65,484.00,23.40,0.00,8.80,59.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675312000,37.3348843667,-121.8932271850,57.72,485.00,23.30,0.00,9.57,58.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675313000,37.3349312667,-121.8931313167,57.85,486.00,23.20,0.00,10.34,58.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675314000,37.3349822667,-121.8930283300,57.97,487.00,23.00,0.00,11.11,58.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675315000,37.3350374300,-121.8929183967,58.14,488.00,22.90,0.00,11.88,57.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675316000,37.3350948900,-121.8928018750,58.19,489.00,22.80,0.00,12.24,59.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675317000,37.3351475033,-121.8926861133,58.17,490.00,22.60,0.00,11.16,61.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675318000,37.3351912383,-121.8925800017,58.14,491.00,22.40,0.00,10.08,63.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675319000,37.3352279383,-121.8924815900,58.10,492.00,232.30,0.00,9.36,65.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675320000,37.3352613950,-121.8923867250,58.05,493.00,0.00,0.00,9.11,66.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675321000,37.3352960417,-121.8922930200,58.00,494.00,0.00,0.00,9.41,64.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675322000,37.3353351400,-121.8921932050,57.97,495.00,0.00,0.00,10.13,63.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675323000,37.3353778867,-121.8920932767,58.20,496.00,0.00,0.00,9.88,61.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675324000,37.3354231400,-121.8919984117,58.24,497.00,0.00,0.00,9.72,58.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675325000,37.3354720600,-121.8919052067,58.01,498.00,0.00,0.00,10.03,55.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675326000,37.3355244750,-121.8918110550,58.03,499.00,0.00,0.00,10.29,54.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675327000,37.3355771800,-121.8917145100,58.04,500.00,0.00,0.00,10.39,56.30
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675328000,37.3356272500,-121.8916158617,58.01,501.00,255.90,0.00,10.24,57.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675329000,37.3356768017,-121.8915203700,58.01,502.00,75.70,0.00,10.08,56.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675330000,37.3357312200,-121.8914259183,58.01,503.00,297.30,0.00,10.65,53.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675331000,37.3357913633,-121.8913210333,58.03,504.00,292.70,0.00,12.24,55.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675332000,37.3358546467,-121.8911993267,58.02,505.00,288.30,0.00,13.48,57.90
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675333000,37.3359179600,-121.8910663917,57.97,506.00,16.10,0.00,13.79,59.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675334000,37.3359793950,-121.8909318583,57.97,507.00,280.60,0.00,13.84,60.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675335000,37.3360425667,-121.8907941483,57.84,508.00,277.10,0.00,14.30,59.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675336000,37.3361083917,-121.8906554533,57.76,509.00,273.80,0.00,14.20,59.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675337000,37.3361733433,-121.8905212950,57.69,510.00,270.70,0.00,13.53,58.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675338000,37.3362337567,-121.8903963617,57.64,511.00,267.80,0.00,12.24,58.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675339000,37.3362862650,-121.8902867917,57.62,512.00,265.00,0.00,9.98,59.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675340000,37.3363245417,-121.8902050850,57.57,513.00,262.40,0.00,7.00,59.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675341000,37.3363509883,-121.8901440983,57.54,514.00,259.90,0.00,5.45,62.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675342000,37.3363705567,-121.8900912617,57.50,515.00,257.60,0.00,5.09,65.40
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675343000,37.3363884567,-121.8900379750,57.47,516.00,17.40,0.00,5.40,67.10
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675344000,37.3364086000,-121.8899773517,57.40,517.00,17.40,0.00,6.07,67.00
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675345000,37.3364307017,-121.8899145667,57.30,518.00,9.70,0.00,6.07,65.20
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675346000,37.3364552433,-121.8898554683,57.21,519.00,9.70,0.00,5.61,61.50
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675347000,37.3364783983,-121.8898058433,57.16,520.00,10.00,0.00,4.58,59.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675348000,37.3364965617,-121.8897681900,57.13,521.00,10.50,0.00,3.04,58.80
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675349000,37.3365064150,-121.8897479350,57.12,522.00,10.50,0.00,1.23,58.70
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675350000,37.3365094017,-121.8897419133,57.12,523.00,10.50,0.00,0.21,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675351000,37.3365095983,-121.8897415600,57.12,524.00,6.10,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675352000,37.3365096200,-121.8897415567,57.12,525.00,3.10,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675353000,37.3365096200,-121.8897415583,57.12,526.00,3.10,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675354000,37.3365096167,-121.8897415617,57.12,527.00,3.10,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675355000,37.3365096167,-121.8897415617,57.12,528.00,3.10,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675356000,37.3365096167,-121.8897415617,57.12,529.00,3.10,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675357000,37.3365096167,-121.8897415617,57.12,530.00,2.80,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675358000,37.3365096183,-121.8897415617,57.12,531.00,2.80,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675359000,37.3365096183,-121.8897415617,57.12,532.00,2.80,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675360000,37.3365096167,-121.8897415617,57.12,533.00,2.80,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675361000,37.3365096167,-121.8897415617,57.12,534.00,5.40,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675362000,37.3365096167,-121.8897415633,57.12,535.00,5.80,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675363000,37.3365096183,-121.8897415650,57.12,536.00,5.70,0.00,0.00,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675364000,37.3365100433,-121.8897406983,57.12,537.00,5.70,0.00,0.31,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675365000,37.3365110067,-121.8897387300,57.11,538.00,5.60,0.00,0.10,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675366000,37.3365112817,-121.8897381800,57.12,539.00,5.70,0.00,0.10,58.60
2021-04-28-US-SJC-1,SamsungS20Ultra,1303675367000,37.3365137517,-121.8897331017,57.12,540.00,5.10,0.00,0.93,58.60
